tbl;Year;quarter;citymarketid;cityname;airportid;apt;TotalMkts;TotalFaredPax;TotalPerLFMkts;TotalAvgHubFare;TotalPerPrem;SHMkts;SHPax;SHPerLFMkts;SHAvgHubFare;SHPerPrem;LHMkts;LHPax;LHPerLFMkts;LHAvgHubFare;LHPerPrem;tbl7pk
Table 7;2003;1;34027;West Palm Beach/Palm Beach, FL;14027;PBI;80;1,414,400;0.4928;156.19;-0.0786;13;137,850;0.7870;140.03;-0.0920;67;1,276,550;0.4611;157.93;-0.0773;2003114027PBI
Table 7;2004;4;34986;Sarasota/Bradenton, FL;14986;SRQ;51;195,880;0.2060;158.77;-0.0729;3;23,900;0.6958;147.12;-0.0763;48;171,980;0.1380;160.39;-0.0725;2004414986SRQ
Table 7;2002;4;30559;Seattle, WA;14747;SEA;145;3,614,250;0.6582;160.98;-0.1174;33;1,019,290;0.6862;107.45;-0.2404;112;2,594,960;0.6472;182.01;-0.0830;2002414747SEA
Table 7;2005;2;31577;Erie, PA;11577;ERI;29;49,060;0.0000;149.87;-0.2415;15;18,750;0.0000;154.32;-0.1396;14;30,310;0.0000;147.11;-0.2957;2005211577ERI
Table 7;2004;3;31057;Charlotte, NC;11057;CLT;98;1,238,060;0.0000;217.88;0.3962;63;826,920;0.0000;214.01;0.5211;35;411,140;0.0000;225.68;0.2071;2004311057CLT
Table 7;2006;2;34986;Sarasota/Bradenton, FL;14986;SRQ;50;260,210;0.6859;174.20;-0.0986;4;41,980;0.9555;168.51;-0.0636;46;218,230;0.6341;175.29;-0.1048;2006214986SRQ
Table 7;2001;1;35165;Toledo, OH;15295;TOL;35;112,000;0.6904;141.19;-0.2870;19;45,720;0.4377;143.02;-0.2819;16;66,280;0.8647;139.92;-0.2906;2001115295TOL
Table 7;1996;1;31252;Daytona Beach, FL;11252;DAB;34;107,430;0.0000;136.91;-0.2542;5;15,530;0.0000;150.80;-0.1322;29;91,900;0.0000;134.57;-0.2736;1996111252DAB
Table 7;1997;3;33105;Cincinnati, OH;11193;CVG;83;890,180;0.0465;230.25;0.5110;43;428,240;0.0000;239.66;0.9292;40;461,940;0.0896;221.53;0.2412;1997311193CVG
Table 7;1996;3;30852;Washington, DC (Metropolitan Area);11278;DCA;173;2,344,120;0.0000;193.93;0.4028;82;1,352,320;0.0000;176.38;0.8185;91;991,800;0.0000;217.87;0.1202;1996311278DCA
Table 7;2006;2;31648;Kalispell, MT;11648;FCA;17;25,840;0.0000;259.71;0.2831;2;6,190;0.0000;229.08;0.5255;15;19,650;0.0000;269.36;0.2307;2006211648FCA
Table 7;1998;2;30852;Washington, DC (Metropolitan Area);15715;WAS;39;4,660;0.0000;230.66;0.1133;14;3,420;0.0000;213.18;0.0593;25;1,240;0.0000;278.90;0.2475;1998215715WAS
Table 7;2004;2;33029;Lincoln, NE;13029;LNK;28;49,770;0.0000;184.24;-0.0752;5;16,300;0.0000;158.51;-0.1889;23;33,470;0.0000;196.77;-0.0213;2004213029LNK
Table 7;2002;4;31982;Killeen, TX;12319;ILE;8;6,390;0.0000;243.01;0.2222;;;;;;8;6,390;0.0000;243.01;0.2222;2002412319ILE
Table 7;1999;4;30285;Durango, CO;11413;DRO;10;15,500;0.0000;159.62;0.1308;7;13,540;0.0000;154.29;0.1909;3;1,960;0.0000;196.40;-0.1126;1999411413DRO
Table 7;2004;3;32337;Indianapolis, IN;12339;IND;99;1,553,890;0.5676;145.94;-0.1335;55;601,220;0.3454;157.24;-0.0144;44;952,670;0.7078;138.80;-0.2024;2004312339IND
Table 7;2000;4;31986;Grand Rapids, MI;11986;GRR;67;331,330;0.0000;210.09;0.1196;32;151,200;0.0000;218.24;0.2876;35;180,130;0.0000;203.25;0.0018;2000411986GRR
Table 7;2005;3;33377;Monroe, LA;13377;MLU;8;8,650;0.0000;238.10;0.1734;1;3,270;0.0000;262.25;0.5860;7;5,380;0.0000;223.42;-0.0103;2005313377MLU
Table 7;1997;2;31973;Gulfport/Biloxi, MS;11973;GPT;14;20,760;0.0000;137.22;-0.2201;6;14,180;0.0000;111.13;-0.3450;8;6,580;0.0000;193.46;0.0210;1997211973GPT
Table 7;2003;2;31638;Fresno, CA;11638;FAT;32;97,530;0.0000;194.50;-0.0506;7;42,350;0.0000;139.63;-0.1656;25;55,180;0.0000;236.61;0.0126;2003211638FAT
Table 7;2007;4;32457;San Francisco, CA (Metropolitan Area);14771;SFO;159;3,886,840;0.6523;236.66;0.0835;25;1,156,730;0.6349;141.70;0.0126;134;2,730,110;0.6596;276.89;0.1002;2007414771SFO
Table 7;2004;1;34027;West Palm Beach/Palm Beach, FL;14027;PBI;85;1,614,240;0.5865;153.51;-0.0933;11;133,950;0.7947;141.69;-0.1149;74;1,480,290;0.5677;154.58;-0.0915;2004114027PBI
Table 7;2002;1;34699;Steamboat Springs, CO;12094;HDN;39;86,640;0.0000;181.71;-0.0077;1;2,020;0.0000;142.35;0.0267;38;84,620;0.0000;182.65;-0.0083;2002112094HDN
Table 7;2000;2;33277;Montgomery, AL;13277;MGM;37;64,900;0.0000;202.63;-0.0711;17;42,610;0.0000;188.14;-0.0867;20;22,290;0.0000;230.31;-0.0456;2000213277MGM
Table 7;2005;1;34783;Springfield, MO;14783;SGF;35;68,680;0.0000;212.12;0.1009;8;24,880;0.0000;204.89;0.2163;27;43,800;0.0000;216.22;0.0474;2005114783SGF
Table 7;2006;1;32575;Los Angeles, CA (Metropolitan Area);13891;ONT;179;1,373,180;0.8269;150.55;-0.0871;29;708,160;0.9574;106.86;-0.1643;150;665,020;0.6879;197.06;-0.0357;2006113891ONT
Table 7;1998;4;30852;Washington, DC (Metropolitan Area);11278;DCA;180;2,714,190;0.0000;189.63;0.3557;85;1,637,680;0.0000;175.18;0.8056;95;1,076,510;0.0000;211.61;0.0319;1998411278DCA
Table 7;2005;4;33342;Milwaukee, WI;13342;MKE;88;1,139,710;0.3441;173.26;0.0256;37;397,660;0.2518;178.43;0.1221;51;742,050;0.3935;170.49;-0.0216;2005413342MKE
Table 7;2001;2;33256;Mission/McAllen/Edinburg, TX;13256;MFE;32;89,410;0.0000;168.75;-0.0628;6;43,680;0.0000;114.19;-0.2316;26;45,730;0.0000;220.85;0.0512;2001213256MFE
Table 7;1997;1;30928;Wichita, KS;12278;ICT;47;195,650;0.0000;178.20;-0.0060;13;86,520;0.0000;140.21;-0.0970;34;109,130;0.0000;208.32;0.0505;1997112278ICT
Table 7;2000;4;33029;Lincoln, NE;13029;LNK;32;65,060;0.0000;185.35;-0.0651;9;26,740;0.0000;168.98;-0.0693;23;38,320;0.0000;196.78;-0.0626;2000413029LNK
Table 7;2003;3;30397;Atlanta, GA (Metropolitan Area);10397;ATL;156;5,505,550;0.7006;161.71;0.0512;95;3,325,490;0.7034;147.79;0.0384;61;2,180,060;0.6964;182.95;0.0675;2003310397ATL
Table 7;2002;2;30721;Boston, MA (Metropolitan Area);14307;PVD;159;1,183,490;0.6849;163.08;-0.0466;46;373,300;0.6695;138.75;0.2224;113;810,190;0.6920;174.29;-0.1178;2002214307PVD
Table 7;2002;3;31603;Eugene, OR;11603;EUG;29;78,250;0.0000;177.21;-0.0772;5;28,050;0.0000;150.73;-0.2150;24;50,200;0.0000;192.00;-0.0001;2002311603EUG
Table 7;2006;4;33256;Mission/McAllen/Edinburg, TX;13256;MFE;37;124,640;0.0000;185.96;-0.0140;5;47,740;0.0000;121.68;-0.1531;32;76,900;0.0000;225.87;0.0433;2006413256MFE
Table 7;2006;1;35165;Toledo, OH;15295;TOL;18;59,810;0.0000;146.13;-0.2509;11;18,720;0.0000;181.38;-0.0090;7;41,090;0.0000;130.07;-0.3515;2006115295TOL
Table 7;1999;1;31252;Daytona Beach, FL;11252;DAB;27;82,140;0.0000;165.21;-0.1874;4;17,020;0.0000;168.86;-0.1405;23;65,120;0.0000;164.26;-0.1992;1999111252DAB
Table 7;2002;2;30194;Dallas/Fort Worth, TX;11259;DAL;124;1,049,670;0.9854;99.38;-0.0749;43;1,014,990;0.9916;94.75;-0.0925;81;34,680;0.8051;234.93;0.1994;2002211259DAL
Table 7;1998;2;31577;Erie, PA;11577;ERI;21;31,900;0.0000;168.91;-0.0873;16;17,650;0.0000;189.32;0.0938;5;14,250;0.0000;143.63;-0.2815;1998211577ERI
Table 7;1999;4;33214;San Antonio, TX;14683;SAT;105;1,347,650;0.6844;156.93;-0.1158;27;467,890;0.7897;102.17;-0.2992;78;879,760;0.6284;186.05;-0.0427;1999414683SAT
Table 7;2006;4;31267;Dayton, OH;11267;DAY;68;504,100;0.6997;169.74;-0.1054;35;260,040;0.5473;160.63;-0.0623;33;244,060;0.8621;179.44;-0.1429;2006411267DAY
Table 7;1996;4;33570;San Diego, CA;14679;SAN;114;1,950,370;0.6204;159.87;-0.1563;21;648,770;0.9451;80.22;-0.3784;93;1,301,600;0.4585;199.57;-0.0912;1996414679SAN
Table 7;1999;1;30615;El Paso, TX;11540;ELP;65;503,470;0.7922;150.95;-0.1647;23;333,680;0.8980;118.52;-0.2635;42;169,790;0.5844;214.67;-0.0223;1999111540ELP
Table 7;1997;1;34922;Salinas/Monterey, CA;13476;MRY;20;28,660;0.0000;226.90;0.0020;7;14,230;0.0000;97.02;-0.3819;13;14,430;0.0000;354.97;0.2034;1997113476MRY
Table 7;2005;2;32547;Rochester, MN;14633;RST;11;14,580;0.0000;214.07;0.4502;2;6,150;0.0000;181.20;1.0262;9;8,430;0.0000;238.05;0.2525;2005214633RST
Table 7;2006;4;32457;San Francisco, CA (Metropolitan Area);14831;SJC;158;2,240,630;0.8804;156.21;-0.0396;27;1,386,650;0.9898;110.30;-0.0841;131;853,980;0.7027;230.76;-0.0019;2006414831SJC
Table 7;2003;2;31973;Gulfport/Biloxi, MS;11973;GPT;42;132,270;0.7267;136.80;-0.2196;13;76,570;0.8707;109.73;-0.3352;29;55,700;0.5287;174.01;-0.0811;2003211973GPT
Table 7;2007;2;33728;Pensacola, FL;14193;PNS;54;274,100;0.8435;197.67;0.0259;14;86,160;0.9677;176.02;0.0312;40;187,940;0.7865;207.59;0.0238;2007214193PNS
Table 7;2007;4;34489;Bend/Redmond, OR;14489;RDM;14;57,260;0.0000;151.75;-0.1797;6;33,700;0.0000;117.91;-0.3352;8;23,560;0.0000;200.15;0.0216;2007414489RDM
Table 7;1999;2;30208;Augusta, GA;10208;AGS;28;44,870;0.0000;239.71;0.1029;16;30,460;0.0000;221.64;0.0525;12;14,410;0.0000;277.91;0.1995;1999210208AGS
Table 7;2000;3;31135;Myrtle Beach, SC;13577;MYR;48;339,830;0.7322;113.80;-0.3638;29;258,840;0.8094;108.38;-0.3735;19;80,990;0.4856;131.12;-0.3365;2000313577MYR
Table 7;1998;1;32337;Indianapolis, IN;12339;IND;94;1,302,270;0.3443;162.73;-0.1208;50;517,870;0.2916;180.67;0.1913;44;784,400;0.3791;150.88;-0.2717;1998112339IND
Table 7;2001;2;35165;Toledo, OH;15295;TOL;34;105,320;0.6516;143.86;-0.2392;18;50,730;0.4544;142.42;-0.2270;16;54,590;0.8350;145.21;-0.2501;2001215295TOL
Table 7;1998;4;32896;Lubbock, TX;12896;LBB;38;222,380;0.8885;103.67;-0.2727;16;182,910;0.9212;89.39;-0.3190;22;39,470;0.7368;169.82;-0.1279;1998412896LBB
Table 7;1997;3;30928;Wichita, KS;12278;ICT;54;215,160;0.0000;199.56;0.1162;13;86,340;0.0000;172.27;0.1668;41;128,820;0.0000;217.85;0.0911;1997312278ICT
Table 7;2001;4;31823;Fort Wayne, IN;11823;FWA;38;65,340;0.0000;200.54;0.1019;17;28,680;0.0000;202.78;0.1627;21;36,660;0.0000;198.78;0.0577;2001411823FWA
Table 7;1998;3;30279;Amarillo, TX;10279;AMA;34;149,800;0.8226;114.86;-0.2444;11;109,390;0.8390;96.82;-0.2865;23;40,410;0.7783;163.68;-0.1656;1998310279AMA
Table 7;2006;3;33038;Laredo, TX;13061;LRD;7;20,850;0.0000;167.58;-0.0873;4;10,910;0.0000;174.28;-0.0026;3;9,940;0.0000;160.22;-0.1713;2006313061LRD
Table 7;2006;3;30713;Boise, ID;10713;BOI;67;642,280;0.8986;157.83;-0.1002;21;458,370;0.9447;125.31;-0.1675;46;183,910;0.7835;238.89;0.0061;2006310713BOI
Table 7;2001;4;30423;Austin, TX;16440;AUS;91;1,195,880;0.7517;151.86;-0.0389;24;335,870;0.8743;107.88;-0.1685;67;860,010;0.7038;169.03;0.0000;2001416440AUS
Table 7;2003;4;31252;Daytona Beach, FL;11252;DAB;27;69,170;0.0000;160.77;-0.1427;4;15,390;0.0000;159.02;-0.1284;23;53,780;0.0000;161.27;-0.1467;2003411252DAB
Table 7;1996;3;34986;Sarasota/Bradenton, FL;14986;SRQ;42;176,650;0.0000;127.08;-0.2614;3;11,960;0.0000;142.75;-0.1455;39;164,690;0.0000;125.94;-0.2695;1996314986SRQ
Table 7;2003;1;34262;Palm Springs, CA;14262;PSP;47;245,540;0.0685;194.28;-0.0049;7;51,590;0.0000;121.13;-0.1749;40;193,950;0.0867;213.74;0.0270;2003114262PSP
Table 7;2006;3;34986;Sarasota/Bradenton, FL;14986;SRQ;44;166,750;0.7406;162.32;-0.1601;3;33,320;1.0000;151.87;-0.1040;41;133,430;0.6758;164.93;-0.1720;2006314986SRQ
Table 7;1996;1;31135;Myrtle Beach, SC;13577;MYR;23;65,990;0.0000;127.03;-0.2896;18;48,260;0.0000;128.24;-0.3044;5;17,730;0.0000;123.74;-0.2445;1996113577MYR
Table 7;2000;4;31648;Kalispell, MT;11648;FCA;10;18,210;0.0000;178.36;-0.0263;2;7,050;0.0000;163.08;-0.0250;8;11,160;0.0000;188.02;-0.0270;2000411648FCA
Table 7;1996;2;30325;Denver, CO;11292;DEN;138;2,816,470;0.3411;196.35;0.1866;37;781,320;0.5250;144.34;0.0707;101;2,035,150;0.2705;216.32;0.2204;1996211292DEN
Table 7;1999;3;32547;Rochester, MN;14633;RST;22;26,030;0.0000;269.29;0.7367;3;8,310;0.0000;215.44;1.1805;19;17,720;0.0000;294.55;0.6234;1999314633RST
Table 7;2000;2;30852;Washington, DC (Metropolitan Area);15715;WAS;14;320;0.0000;402.37;0.3417;3;40;0.0000;100.90;-0.3534;11;280;0.0000;445.44;0.3901;2000215715WAS
Table 7;1996;2;33184;Saginaw/Bay City/Midland, MI;13184;MBS;36;69,790;0.0000;205.62;0.1066;19;35,720;0.0000;195.95;0.0967;17;34,070;0.0000;215.77;0.1163;1996213184MBS
Table 7;2007;2;30685;Bloomington/Normal, IL;10685;BMI;35;84,340;0.8620;157.49;-0.2429;9;32,460;0.8124;146.56;-0.2144;26;51,880;0.8930;164.32;-0.2579;2007210685BMI
Table 7;1997;3;35412;Knoxville, TN;15412;TYS;55;212,930;0.1044;222.98;0.1749;32;144,250;0.1541;199.15;0.1204;23;68,680;0.0000;273.03;0.2695;1997315412TYS
Table 7;2000;2;31703;New York City, NY (Metropolitan Area);12953;LGA;178;5,300,980;0.1724;208.66;0.3503;64;2,072,560;0.0221;168.80;0.7059;114;3,228,420;0.2688;234.26;0.2315;2000212953LGA
Table 7;2005;4;34570;Reno, NV;14570;RNO;69;899,470;0.8714;134.27;-0.1755;17;608,060;0.9814;104.04;-0.2384;52;291,410;0.6418;197.33;-0.0930;2005414570RNO
Table 7;1998;1;30852;Washington, DC (Metropolitan Area);12264;IAD;173;1,257,940;0.3248;250.38;0.2572;82;427,860;0.6304;151.89;0.1664;91;830,080;0.1673;301.14;0.2832;1998112264IAD
Table 7;2003;3;31641;Fayetteville, NC;11641;FAY;15;15,460;0.0000;180.19;-0.0724;15;15,460;0.0000;180.19;-0.0724;;;;;;2003311641FAY
Table 7;2005;2;34262;Palm Springs, CA;14262;PSP;38;172,530;0.0000;205.76;0.0662;5;43,630;0.0000;136.92;-0.0672;33;128,900;0.0000;229.06;0.0979;2005214262PSP
Table 7;1998;3;30423;Austin, TX;16440;AUS;95;1,199,290;0.6778;166.82;-0.0231;23;442,350;0.8327;102.03;-0.1816;72;756,940;0.5873;204.68;0.0353;1998316440AUS
Table 7;1999;1;31953;Gainesville, FL;11953;GNV;12;16,400;0.0000;203.32;0.1255;4;9,380;0.0000;210.27;0.3104;8;7,020;0.0000;194.02;-0.0654;1999111953GNV
Table 7;2005;2;31977;Green Bay, WI;11977;GRB;44;104,940;0.0000;201.18;0.0915;12;34,530;0.0000;185.18;0.2428;32;70,410;0.0000;209.03;0.0366;2005211977GRB
Table 7;2002;4;33360;Melbourne, FL;13360;MLB;14;34,060;0.0000;172.23;-0.0518;1;9,780;0.0000;151.79;-0.0444;13;24,280;0.0000;180.47;-0.0542;2002413360MLB
Table 7;1996;2;33195;Tampa, FL (Metropolitan Area);14112;PIE;19;82,140;0.0000;105.47;-0.3387;3;500;0.0000;96.59;0.0624;16;81,640;0.0000;105.52;-0.3401;1996214112PIE
Table 7;2002;3;32951;Lafayette, LA;12951;LFT;19;21,310;0.0000;202.76;0.0401;4;7,970;0.0000;203.91;0.1472;15;13,340;0.0000;202.07;-0.0153;2002312951LFT
Table 7;2005;4;31834;Fayetteville, AR;15919;XNA;50;169,000;0.0000;237.38;0.2822;14;70,070;0.0000;228.84;0.5133;36;98,930;0.0000;243.43;0.1639;2005415919XNA
Table 7;1998;3;30928;Wichita, KS;12278;ICT;50;194,520;0.0000;218.27;0.1976;14;77,860;0.0000;201.46;0.3626;36;116,660;0.0000;229.50;0.1182;1998312278ICT
Table 7;2003;1;32896;Lubbock, TX;12896;LBB;31;142,810;0.9058;113.06;-0.2121;11;114,590;0.9319;98.67;-0.2569;20;28,220;0.7998;171.53;-0.0829;2003112896LBB
Table 7;2000;2;30529;Hartford, CT;10529;BDL;99;1,600,170;0.5107;181.10;-0.1078;35;439,310;0.3890;178.28;0.1529;64;1,160,860;0.5568;182.17;-0.1767;2000210529BDL
Table 7;2000;3;33184;Saginaw/Bay City/Midland, MI;13184;MBS;34;60,320;0.0000;230.14;0.1161;16;30,080;0.0000;218.68;0.0737;18;30,240;0.0000;241.54;0.1572;2000313184MBS
Table 7;2000;2;33342;Milwaukee, WI;13342;MKE;95;1,154,530;0.3155;198.86;0.0612;45;446,640;0.1394;207.54;0.2662;50;707,890;0.4266;193.38;-0.0436;2000213342MKE
Table 7;2005;4;34653;Tulsa, OK;15370;TUL;74;580,030;0.7484;164.57;-0.0874;27;298,070;0.6617;140.35;-0.1243;47;281,960;0.8400;190.18;-0.0564;2005415370TUL
Table 7;2005;2;31638;Fresno, CA;11638;FAT;39;128,130;0.0000;214.89;0.0355;8;55,540;0.0000;157.16;-0.0699;31;72,590;0.0000;259.07;0.0931;2005211638FAT
Table 7;2001;2;30285;Durango, CO;11413;DRO;9;10,960;0.0000;179.93;0.3521;6;8,990;0.0000;177.74;0.5372;3;1,970;0.0000;189.93;-0.1069;2001211413DRO
Table 7;2000;3;34492;Raleigh/Durham, NC;14492;RDU;103;1,727,940;0.5850;168.89;-0.0495;61;1,197,870;0.5241;142.93;-0.0665;42;530,070;0.7227;227.56;-0.0244;2000314492RDU
Table 7;1997;1;30781;Baton Rouge, LA;10781;BTR;45;123,680;0.0000;163.69;-0.0603;15;67,510;0.0000;138.17;-0.1201;30;56,170;0.0000;194.35;-0.0023;1997110781BTR
Table 7;1996;3;30620;Billings, MT;10620;BIL;35;73,880;0.0000;209.04;0.0500;7;32,580;0.0000;202.14;0.0413;28;41,300;0.0000;214.49;0.0566;1996310620BIL
Table 7;1996;4;30666;Bellingham, WA;10666;BLI;7;9,950;0.0000;117.20;-0.2481;;;;;;7;9,950;0.0000;117.20;-0.2481;1996410666BLI
Table 7;1997;2;30431;Asheville, NC;10431;AVL;32;66,400;0.0000;178.16;-0.0137;19;52,850;0.0000;161.14;-0.0748;13;13,550;0.0000;244.53;0.1881;1997210431AVL
Table 7;2004;1;31066;Columbus, OH;11066;CMH;82;941,310;0.5675;176.69;0.0278;42;431,260;0.4316;177.84;0.2515;40;510,050;0.6825;175.72;-0.1086;2004111066CMH
Table 7;2001;3;31454;Orlando, FL;13204;MCO;140;4,469,410;0.8502;122.91;-0.2792;35;636,930;0.7701;116.38;-0.2103;105;3,832,480;0.8636;123.99;-0.2889;2001313204MCO
Table 7;2000;2;31453;Houston, TX;12266;IAH;137;2,574,680;0.1000;224.04;0.2456;40;734,210;0.2767;129.70;0.0117;97;1,840,470;0.0295;261.68;0.3053;2000212266IAH
Table 7;1997;3;31986;Grand Rapids, MI;11986;GRR;59;261,560;0.0000;207.64;0.1804;32;138,230;0.0000;212.30;0.3718;27;123,330;0.0000;202.42;0.0140;1997311986GRR
Table 7;2006;1;32945;Lexington, KY;12945;LEX;44;127,630;0.0000;222.11;0.0942;20;69,650;0.0000;202.65;0.0677;24;57,980;0.0000;245.49;0.1219;2006112945LEX
Table 7;2005;4;34108;Peoria, IL;14108;PIA;31;67,730;0.0000;177.31;-0.1413;7;18,000;0.0000;195.12;0.0691;24;49,730;0.0000;170.86;-0.2059;2005414108PIA
Table 7;1998;3;30562;Mobile, AL;13422;MOB;43;115,430;0.0000;179.52;0.0348;15;54,750;0.0000;157.09;-0.0138;28;60,680;0.0000;199.76;0.0723;1998313422MOB
Table 7;2006;1;33502;Montrose/Delta, CO;13502;MTJ;19;26,630;0.0000;240.19;0.0917;7;9,380;0.0000;212.04;-0.0603;12;17,250;0.0000;255.49;0.1777;2006113502MTJ
Table 7;2003;3;31066;Columbus, OH;11066;CMH;88;1,100,150;0.5400;164.63;-0.0110;47;536,990;0.4349;162.97;0.1631;41;563,160;0.6401;166.21;-0.1325;2003311066CMH
Table 7;2003;2;30849;Bozeman, MT;10849;BZN;27;38,870;0.0000;214.54;0.0255;3;8,810;0.0000;157.82;-0.0609;24;30,060;0.0000;231.16;0.0448;2003210849BZN
Table 7;2001;1;32323;Wilmington, NC;12323;ILM;24;42,900;0.0000;201.37;-0.1225;19;37,030;0.0000;185.19;-0.1952;5;5,870;0.0000;303.43;0.3459;2001112323ILM
Table 7;2002;3;33192;Sacramento, CA;14893;SMF;80;1,679,980;0.9070;133.39;-0.1557;13;1,014,540;1.0000;92.86;-0.2773;67;665,440;0.7652;195.18;-0.0384;2002314893SMF
Table 7;2007;2;30980;Chattanooga, TN;10980;CHA;29;66,010;0.0000;204.93;0.0757;15;46,550;0.0000;181.82;0.0296;14;19,460;0.0000;260.19;0.1627;2007210980CHA
Table 7;1996;4;31423;Des Moines, IA;11423;DSM;56;258,600;0.0000;188.87;0.1178;15;115,370;0.0000;176.00;0.2482;41;143,230;0.0000;199.24;0.0405;1996411423DSM
Table 7;2002;4;31953;Gainesville, FL;11953;GNV;16;23,050;0.0000;179.40;0.1341;4;10,930;0.0000;168.34;0.1755;12;12,120;0.0000;189.37;0.1030;2002411953GNV
Table 7;2005;1;32575;Los Angeles, CA (Metropolitan Area);10800;BUR;171;869,160;0.8655;124.31;-0.0649;23;600,230;0.9679;100.46;-0.1105;148;268,930;0.6369;177.56;-0.0002;2005110800BUR
Table 7;1997;3;33277;Montgomery, AL;13277;MGM;27;47,590;0.0000;192.69;0.0244;14;35,290;0.0000;171.08;-0.0976;13;12,300;0.0000;254.68;0.3859;1997313277MGM
Table 7;1996;1;33728;Pensacola, FL;14193;PNS;41;91,480;0.0000;190.91;0.0278;11;32,840;0.0000;184.21;0.0532;30;58,640;0.0000;194.66;0.0149;1996114193PNS
Table 7;1997;4;30627;Bismarck/Mandan, ND;10627;BIS;7;13,740;0.0000;205.09;0.0700;3;8,970;0.0000;193.09;0.1343;4;4,770;0.0000;227.64;-0.0187;1997410627BIS
Table 7;2003;4;32441;Jackson, WY;12441;JAC;15;13,620;0.0000;294.00;0.3959;;;;;;15;13,620;0.0000;294.00;0.3959;2003412441JAC
Table 7;2002;3;30431;Asheville, NC;10431;AVL;29;56,550;0.0000;205.04;0.1820;19;45,390;0.0000;196.45;0.1433;10;11,160;0.0000;239.98;0.3322;2002310431AVL
Table 7;2002;3;33244;Memphis, TN;13244;MEM;84;684,740;0.4236;199.48;0.2608;44;385,450;0.4687;184.21;0.2047;40;299,290;0.3655;219.14;0.3277;2002313244MEM
Table 7;2005;3;32467;Miami, FL (Metropolitan Area);11697;FLL;131;3,653,780;0.8798;127.45;-0.2148;27;459,470;0.8335;122.31;-0.0896;104;3,194,310;0.8864;128.19;-0.2293;2005311697FLL
Table 7;2005;4;30713;Boise, ID;10713;BOI;64;585,910;0.8771;146.87;-0.1266;21;438,180;0.9403;121.95;-0.1913;43;147,730;0.6896;220.76;0.0054;2005410713BOI
Table 7;1998;3;31703;New York City, NY (Metropolitan Area);12953;LGA;185;4,225,220;0.1458;200.58;0.3592;66;1,602,210;0.0153;161.19;0.7515;119;2,623,010;0.2255;224.64;0.2377;1998312953LGA
Table 7;1997;1;31066;Columbus, OH;11066;CMH;90;1,063,770;0.3028;151.50;-0.1280;49;470,870;0.1696;162.18;0.1997;41;592,900;0.4086;143.02;-0.3002;1997111066CMH
Table 7;2007;2;31337;Duluth, MN;11337;DLH;22;37,910;0.0000;191.00;-0.1274;3;6,500;0.0000;169.73;-0.1221;19;31,410;0.0000;195.40;-0.1284;2007211337DLH
Table 7;2003;1;35096;Syracuse, NY;15096;SYR;57;279,260;0.4924;184.95;0.0646;24;92,010;0.1938;189.10;0.4271;33;187,250;0.6392;182.92;-0.0571;2003115096SYR
Table 7;2005;1;33277;Montgomery, AL;13277;MGM;21;30,770;0.0000;202.13;0.0132;11;23,920;0.0000;198.05;0.0070;10;6,850;0.0000;216.36;0.0337;2005113277MGM
Table 7;1999;2;34922;Salinas/Monterey, CA;13476;MRY;24;36,460;0.0000;279.01;0.1993;8;15,020;0.0000;120.41;-0.1374;16;21,440;0.0000;390.13;0.3099;1999213476MRY
Table 7;1996;4;32575;Los Angeles, CA (Metropolitan Area);10800;BUR;159;697,770;0.7311;105.38;-0.2149;27;491,950;0.7464;81.93;-0.2663;132;205,820;0.6944;161.43;-0.1420;1996410800BUR
Table 7;2007;1;32945;Lexington, KY;12945;LEX;43;118,760;0.0000;222.07;0.0824;18;60,830;0.0000;212.03;0.0947;25;57,930;0.0000;232.60;0.0708;2007112945LEX
Table 7;1999;4;30928;Wichita, KS;12278;ICT;48;179,660;0.0000;219.66;0.1944;16;71,570;0.0000;209.59;0.3594;32;108,090;0.0000;226.32;0.1116;1999412278ICT
Table 7;2002;1;30852;Washington, DC (Metropolitan Area);15715;WAS;23;450;0.0000;170.89;0.2913;18;350;0.0000;158.31;0.5274;5;100;0.0000;214.92;-0.0766;2002115715WAS
Table 7;1997;4;35096;Syracuse, NY;15096;SYR;64;353,580;0.1022;201.21;0.1443;31;166,560;0.0000;195.38;0.4021;33;187,020;0.1931;206.41;-0.0093;1997415096SYR
Table 7;2006;1;33184;Saginaw/Bay City/Midland, MI;13184;MBS;22;28,620;0.0000;226.14;0.0176;12;13,180;0.0000;238.74;0.1048;10;15,440;0.0000;215.38;-0.0531;2006113184MBS
Table 7;1996;2;32211;Las Vegas, NV;12889;LAS;123;3,485,830;0.5520;117.18;-0.3616;21;1,210,010;0.8836;78.57;-0.3159;102;2,275,820;0.3757;137.71;-0.3743;1996212889LAS
Table 7;1997;2;31895;Great Falls, MT;12003;GTF;11;14,940;0.0000;206.05;0.0910;3;8,390;0.0000;181.80;-0.0058;8;6,550;0.0000;237.11;0.2062;1997212003GTF
Table 7;2000;2;31603;Eugene, OR;11603;EUG;29;83,240;0.0000;177.40;-0.1540;7;43,620;0.0000;131.03;-0.3138;22;39,620;0.0000;228.44;-0.0082;2000211603EUG
Table 7;2000;1;30852;Washington, DC (Metropolitan Area);12264;IAD;177;1,811,240;0.2371;237.36;0.2666;84;740,780;0.2897;137.51;0.0606;93;1,070,460;0.2006;306.47;0.3478;2000112264IAD
